"Payroll_ID","Payment_Date","Employee_ID","Payment_Salary","Payment_Bonus","Payment_Status"
"8405283","2022-08-15","12","1534.25","4165.00","Cleared"
"8405284","2022-08-16","26","3835.62","524.00","Cleared"
"8405285","2022-08-18","11","7671.23","780.00","Cleared"
"8405286","2022-08-18","15","2876.71","2696.00","Cleared"
"8405287","2022-08-22","23","6712.33","228.00","Cleared"
"8405288","2022-08-24","14","2876.71","2512.00","Cleared"
"8405289","2022-08-24","29","3260.27","1939.00","Cleared"
"8405290","2022-08-25","5","2876.71","2388.00","Cleared"
"8405291","2022-08-25","7","1687.67","3900.00","Cleared"
"8405292","2022-08-25","9","4602.74","531.00","Cleared"
"8405293","2022-08-25","19","2493.15","1225.00","Cleared"
"8405294","2022-08-26","22","3068.49","4076.00","Cleared"
"8405295","2022-08-27","30","1917.81","2780.00","Cleared"
"8405296","2022-08-28","17","1726.03","840.00","Cleared"
"8405297","2022-08-28","25","3835.62","653.00","Cleared"
"8405298","2022-08-29","12","1534.25","339.00","Cleared"
"8405299","2022-08-30","26","3835.62","724.00","Cleared"
"8405300","2022-09-01","11","7671.23","2063.00","Cleared"
"8405301","2022-09-01","15","2876.71","1089.00","Cleared"
"8405302","2022-09-02","2","460.27","3603.00","Cleared"
"8405303","2022-09-02","3","2493.15","3710.00","Cleared"
"8405304","2022-09-02","13","3260.27","2919.00","Cleared"
"8405305","2022-09-03","10","7671.23","2347.00","Cleared"
"8405306","2022-09-03","20","3260.27","3661.00","Cleared"
"8405307","2022-09-04","6","3260.27","1458.00","Cleared"
"8405308","2022-09-04","27","4794.52","4441.00","Cleared"
"8405309","2022-09-05","21","1917.81","1054.00","Cleared"
"8405310","2022-09-05","23","6712.33","1923.00","Cleared"
"8405311","2022-09-07","14","2876.71","2888.00","Cleared"
"8405312","2022-09-07","28","4794.52","1286.00","Cleared"
"8405313","2022-09-07","29","3260.27","3211.00","Cleared"
"8405314","2022-09-08","1","3260.27","3748.00","Cleared"
"8405315","2022-09-08","5","2876.71","4023.00","Cleared"
"8405316","2022-09-08","7","1687.67","843.00","Cleared"
"8405317","2022-09-08","8","3835.62","1252.00","Cleared"
"8405318","2022-09-08","9","4602.74","496.00","Cleared"
"8405319","2022-09-08","19","2493.15","4362.00","Cleared"
"8405320","2022-09-09","16","4219.18","2522.00","Cleared"
"8405321","2022-09-09","18","9589.04","1300.00","Cleared"
"8405322","2022-09-09","22","3068.49","948.00","Cleared"
"8405323","2022-09-09","24","5561.64","2752.00","Cleared"
"8405324","2022-09-10","4","2876.71","1913.00","Cleared"
"8405325","2022-09-10","30","1917.81","1026.00","Cleared"
"8405326","2022-09-11","17","1726.03","4220.00","Cleared"
"8405327","2022-09-11","25","3835.62","1144.00","Cleared"
"8405328","2022-09-12","12","1534.25","2619.00","Cleared"
"8405329","2022-09-13","26","3835.62","871.00","Cleared"
"8405330","2022-09-15","11","7671.23","1525.00","Cleared"
"8405331","2022-09-15","15","2876.71","3186.00","Cleared"
"8405332","2022-09-16","2","460.27","771.00","Cleared"
"8405333","2022-09-16","3","2493.15","663.00","Cleared"
"8405334","2022-09-16","13","3260.27","595.00","Cleared"
"8405335","2022-09-17","10","7671.23","1819.00","Cleared"
"8405336","2022-09-17","20","3260.27","1923.00","Cleared"
"8405337","2022-09-18","6","3260.27","4329.00","Cleared"
"8405338","2022-09-18","27","4794.52","1356.00","Cleared"
"8405339","2022-09-19","21","1917.81","3392.00","Cleared"
"8405340","2022-09-19","23","6712.33","2812.00","Cleared"
"8405341","2022-09-21","14","2876.71","482.00","Cleared"
"8405342","2022-09-21","28","4794.52","2253.00","Cleared"
"8405343","2022-09-21","29","3260.27","2925.00","Cleared"
"8405344","2022-09-22","1","3260.27","3043.00","Cleared"
"8405345","2022-09-22","5","2876.71","2217.00","Cleared"
"8405346","2022-09-22","7","1687.67","2963.00","Cleared"
"8405347","2022-09-22","8","3835.62","36.00","Cleared"
"8405348","2022-09-22","9","4602.74","2441.00","Cleared"
"8405349","2022-09-22","19","2493.15","4066.00","Cleared"
"8405350","2022-09-23","16","4219.18","3765.00","Cleared"
"8405351","2022-09-23","18","9589.04","3200.00","Cleared"
"8405352","2022-09-23","22","3068.49","743.00","Cleared"
"8405353","2022-09-23","24","5561.64","979.00","Cleared"
"8405354","2022-09-24","4","2876.71","969.00","Cleared"
"8405355","2022-09-24","30","1917.81","199.00","Cleared"
"8405356","2022-09-25","17","1726.03","42.00","Cleared"
"8405357","2022-09-25","25","3835.62","1330.00","Cleared"
"8405358","2022-09-26","12","1534.25","2089.00","Cleared"
"8405359","2022-09-27","26","3835.62","645.00","Cleared"
"8405360","2022-09-29","11","7671.23","1227.00","Cleared"
"8405361","2022-09-29","15","2876.71","4169.00","Cleared"
"8405362","2022-09-30","2","460.27","2482.00","Cleared"
"8405363","2022-09-30","3","2493.15","1377.00","Cleared"
"8405364","2022-09-30","13","3260.27","2644.00","Cleared"
"8405365","2022-10-01","10","7671.23","1096.00","Cleared"
"8405366","2022-10-01","20","3260.27","3942.00","Cleared"
"8405367","2022-10-02","6","3260.27","252.00","Cleared"
"8405368","2022-10-02","27","4794.52","4280.00","Cleared"
"8405369","2022-10-03","21","1917.81","4389.00","Cleared"
"8405370","2022-10-03","23","6712.33","2997.00","Cleared"
"8405371","2022-10-05","14","2876.71","721.00","Cleared"
"8405372","2022-10-05","28","4794.52","1963.00","Cleared"
"8405373","2022-10-05","29","3260.27","3931.00","Cleared"
"8405374","2022-10-06","1","3260.27","2120.00","Cleared"
"8405375","2022-10-06","5","2876.71","4142.00","Cleared"
"8405376","2022-10-06","7","1687.67","1202.00","Cleared"
"8405377","2022-10-06","8","3835.62","731.00","Cleared"
"8405378","2022-10-06","9","4602.74","4257.00","Cleared"
"8405379","2022-10-06","19","2493.15","3954.00","Cleared"
"8405380","2022-10-07","16","4219.18","2115.00","Cleared"
"8405381","2022-10-07","18","9589.04","3925.00","Cleared"
"8405382","2022-10-07","22","3068.49","3323.00","Cleared"
"8405383","2022-10-07","24","5561.64","3177.00","Cleared"
"8405384","2022-10-08","4","2876.71","1626.00","Cleared"
"8405385","2022-10-08","30","1917.81","1548.00","Cleared"
"8405386","2022-10-09","17","1726.03","3443.00","Cleared"
"8405387","2022-10-09","25","3835.62","3754.00","Cleared"
"8405388","2022-10-10","12","1534.25","2684.00","Cleared"
"8405389","2022-10-11","26","3835.62","2380.00","Cleared"
"8405390","2022-10-13","11","7671.23","840.00","Cleared"
"8405391","2022-10-13","15","2876.71","964.00","Cleared"
"8405392","2022-10-14","2","460.27","4210.00","Cleared"
"8405393","2022-10-14","3","2493.15","392.00","Cleared"
"8405394","2022-10-14","13","3260.27","4353.00","Cleared"
"8405395","2022-10-15","10","7671.23","901.00","Cleared"
"8405396","2022-10-15","20","3260.27","2864.00","Cleared"
"8405397","2022-10-16","6","3260.27","331.00","Cleared"
"8405398","2022-10-16","27","4794.52","325.00","Cleared"
"8405399","2022-10-17","21","1917.81","2465.00","Cleared"
"8405400","2022-10-17","23","6712.33","2476.00","Cleared"
"8405401","2022-10-19","14","2876.71","3188.00","Cleared"
"8405402","2022-10-19","28","4794.52","4025.00","Cleared"
"8405403","2022-10-19","29","3260.27","1180.00","Cleared"
"8405404","2022-10-20","1","3260.27","2805.00","Cleared"
"8405405","2022-10-20","5","2876.71","1176.00","Cleared"
"8405406","2022-10-20","7","1687.67","2672.00","Cleared"
"8405407","2022-10-20","8","3835.62","4260.00","Cleared"
"8405408","2022-10-20","9","4602.74","1629.00","Cleared"
"8405409","2022-10-20","19","2493.15","367.00","Cleared"
"8405410","2022-10-21","16","4219.18","1177.00","Cleared"
"8405411","2022-10-21","18","9589.04","1128.00","Cleared"
"8405412","2022-10-21","22","3068.49","2315.00","Cleared"
"8405413","2022-10-21","24","5561.64","2966.00","Cleared"
"8405414","2022-10-22","4","2876.71","3273.00","Cleared"
"8405415","2022-10-22","30","1917.81","3936.00","Cleared"
"8405416","2022-10-23","17","1726.03","1751.00","Cleared"
"8405417","2022-10-23","25","3835.62","3297.00","Cleared"
"8405418","2022-10-24","12","1534.25","2514.00","Cleared"
"8405419","2022-10-25","26","3835.62","2325.00","Cleared"
"8405420","2022-10-27","11","7671.23","2218.00","Cleared"
"8405421","2022-10-27","15","2876.71","3402.00","Cleared"
"8405422","2022-10-28","2","460.27","1986.00","Cleared"
"8405423","2022-10-28","3","2493.15","105.00","Cleared"
"8405424","2022-10-28","13","3260.27","412.00","Cleared"
"8405425","2022-10-29","10","7671.23","2064.00","Cleared"
"8405426","2022-10-29","20","3260.27","3898.00","Cleared"
"8405427","2022-10-30","6","3260.27","3788.00","Cleared"
"8405428","2022-10-30","27","4794.52","472.00","Cleared"
"8405429","2022-10-31","21","1917.81","1372.00","Cleared"
"8405430","2022-10-31","23","6712.33","804.00","Cleared"
"8405431","2022-11-02","14","2876.71","903.00","Cleared"
"8405432","2022-11-02","28","4794.52","1311.00","Cleared"
"8405433","2022-11-02","29","3260.27","2273.00","Cleared"
"8405434","2022-11-03","1","3260.27","1768.00","Cleared"
"8405435","2022-11-03","5","2876.71","337.00","Cleared"
"8405436","2022-11-03","7","1687.67","3248.00","Cleared"
"8405437","2022-11-03","8","3835.62","3300.00","Cleared"
"8405438","2022-11-03","9","4602.74","1001.00","Cleared"
"8405439","2022-11-03","19","2493.15","2994.00","Cleared"
"8405440","2022-11-04","16","4219.18","1341.00","Cleared"
"8405441","2022-11-04","18","9589.04","4259.00","Cleared"
"8405442","2022-11-04","22","3068.49","3786.00","Cleared"
"8405443","2022-11-04","24","5561.64","1644.00","Cleared"
"8405444","2022-11-05","4","2876.71","3958.00","Cleared"
"8405445","2022-11-05","30","1917.81","2168.00","Cleared"
"8405446","2022-11-06","17","1726.03","3658.00","Cleared"
"8405447","2022-11-06","25","3835.62","3377.00","Cleared"
"8405448","2022-11-07","12","1534.25","1118.00","Cleared"
"8405449","2022-11-08","26","3835.62","3031.00","Cleared"
"8405450","2022-11-10","11","7671.23","2597.00","Cleared"
"8405451","2022-11-10","15","2876.71","2718.00","Cleared"
"8405452","2022-11-11","2","460.27","3704.00","Cleared"
"8405453","2022-11-11","3","2493.15","4232.00","Cleared"
"8405454","2022-11-11","13","3260.27","3569.00","Cleared"
"8405455","2022-11-12","10","7671.23","3281.00","Cleared"
"8405456","2022-11-12","20","3260.27","4273.00","Cleared"
"8405457","2022-11-13","6","3260.27","139.00","Cleared"
"8405458","2022-11-13","27","4794.52","3878.00","Cleared"
"8405459","2022-11-14","21","1917.81","3090.00","Cleared"
"8405460","2022-11-14","23","6712.33","2452.00","Cleared"
"8405461","2022-11-16","14","2876.71","4037.00","Cleared"
"8405462","2022-11-16","28","4794.52","958.00","Cleared"
"8405463","2022-11-16","29","3260.27","1679.00","Cleared"
"8405464","2022-11-17","1","3260.27","4327.00","Cleared"
"8405465","2022-11-17","5","2876.71","129.00","Cleared"
"8405466","2022-11-17","7","1687.67","2232.00","Cleared"
"8405467","2022-11-17","8","3835.62","716.00","Cleared"
"8405468","2022-11-17","9","4602.74","4271.00","Cleared"
"8405469","2022-11-17","19","2493.15","4445.00","Cleared"
"8405470","2022-11-18","16","4219.18","2794.00","Cleared"
"8405471","2022-11-18","18","9589.04","3942.00","Cleared"
"8405472","2022-11-18","22","3068.49","1258.00","Cleared"
"8405473","2022-11-18","24","5561.64","4266.00","Cleared"
"8405474","2022-11-19","4","2876.71","642.00","Cleared"
"8405475","2022-11-19","30","1917.81","2122.00","Cleared"
"8405476","2022-11-20","17","1726.03","4243.00","Cleared"
"8405477","2022-11-20","25","3835.62","2538.00","Cleared"
"8405478","2022-11-21","12","1534.25","347.00","Pending Clearance"
"8405479","2022-11-22","26","3835.62","497.00","Pending Clearance"
